Permutation,Intercept,Slope
1,0.9997818678427126,1.3144962385018418e-6
2,0.9997806066091851,1.6203730876727643e-6
3,0.9997775988430424,2.2628329852623454e-6
4,0.9997773677081158,2.3309541320665864e-6
5,0.9997773154255488,2.300430755714368e-6
6,0.9997800455929144,1.7385360881072157e-6
7,0.999779738902546,1.794536440848517e-6
8,0.999781271883859,1.4354408133543967e-6
9,0.9997838629101683,9.215102894402937e-7
10,0.9997777886788494,2.2114471901593116e-6
11,0.999782322326977,1.2265230908821388e-6
12,0.9997791522362578,1.9267218018373923e-6
13,0.9997795466386573,1.890900488908092e-6
14,0.9997819263352244,1.379030923992181e-6
15,0.9997783846170629,2.00229797631694e-6
16,0.9997774871424938,2.2339703272486742e-6
17,0.9997796315060894,1.8180659361953496e-6
18,0.9997773270972868,2.2392334574212827e-6
19,0.9997768660837354,2.3161031604784586e-6
20,0.9997810430203808,1.5204226769130835e-6
21,0.9997764471574029,2.4542520043334137e-6
22,0.9997769955459772,2.3417676940844717e-6
23,0.9997783310378092,2.0625200241211803e-6
24,0.9997780397879221,2.0773206940421635e-6
25,0.9997766763633787,2.2281345612655404e-6
26,0.9997789319763972,1.9578013200864815e-6
27,0.9997755595462813,2.6309364152175733e-6
28,0.9997794128053892,1.880376049897807e-6
29,0.9997800808051487,1.6878155492245102e-6
30,0.9997803482000281,1.6817716630493794e-6
31,0.9997808742286869,1.5599710748488437e-6
32,0.9997792544923155,1.8188561176386432e-6
33,0.9997748682777526,2.79067545080787e-6
34,0.9997777250759258,2.151056242097847e-6
35,0.9997803034684939,1.6207148552844919e-6
36,0.9997769982225253,2.293124045754709e-6
37,0.9997816756692434,1.384786769936981e-6
38,0.9997792428904348,1.8967602426288027e-6
39,0.9997788328429204,1.9359364194188184e-6
40,0.9997771224259376,2.275849413541621e-6
41,0.9997826813582041,1.2294025422143236e-6
42,0.9997781985414596,2.0950687687009433e-6
43,0.9997793502133432,1.8607148888399133e-6
44,0.9997839097081698,8.786386912761234e-7
45,0.999780229715183,1.7284439715459892e-6
46,0.9997763819447582,2.3949608621229914e-6
47,0.9997782682845724,2.0181589809782204e-6
48,0.9997798291381101,1.7435793943448438e-6
49,0.9997762600579496,2.5039729488459972e-6
50,0.9997794549001235,1.9123263609187586e-6
51,0.999779950524274,1.7909464221567203e-6
52,0.9997818790341091,1.3042632857823241e-6
53,0.9997798854701812,1.7672534036937596e-6
54,0.9997795738887814,1.8015221748642578e-6
55,0.9997796066490182,1.8475996929087205e-6
56,0.9997779936435536,2.154748330982901e-6
57,0.9997785425230395,1.9931353464249443e-6
58,0.9997765501857965,2.4119618098881346e-6
59,0.9997808826594167,1.5600707960560546e-6
60,0.9997827195544281,1.1312189286990302e-6
61,0.9997786639029569,1.996728760472187e-6
62,0.9997802647248387,1.6741566339955254e-6
63,0.9997812028264554,1.497993486387034e-6
64,0.999780966426372,1.5873371063798089e-06
65,0.99977806160412,2.1218730652092315e-6
66,0.9997816818517291,1.3901388104846786e-6
67,0.9997816594261488,1.4161813494200986e-6
68,0.9997825248172166,1.226811159203881e-6
69,0.9997794283675212,1.7862032940152985e-6
70,0.9997770973202359,2.287894923563944e-6
71,0.9997821749370981,1.2816324341378729e-6
72,0.9997826878690188,1.2095637367030185e-6
73,0.9997783573904215,2.0127102748344435e-6
74,0.9997818668990702,1.3407320659214718e-6
75,0.9997811170110026,1.4823948157637547e-6
76,0.9997764844246718,2.4042172849071416e-6
77,0.9997787690665212,1.908353481724279e-6
78,0.9997813065134731,1.4929090421098315e-6
79,0.9997792557635355,1.919907799222588e-6
80,0.9997804616884196,1.6679531081062075e-6
81,0.999781581578634,1.3669963568237742e-6
82,0.9997819098330553,1.3426823126617945e-6
83,0.9997804669342037,1.7233181867879215e-6
84,0.9997817976836422,1.3528508065900383e-6
85,0.9997781462694743,2.0277011550039363e-6
86,0.9997831346368904,1.1190359233866254e-6
87,0.9997774911511031,2.2096072742917485e-6
88,0.9997794263182708,1.850969589441893e-6
89,0.999777895022478,2.1451370439981214e-6
90,0.9997794271234387,1.8158305790469819e-6
91,0.9997839904053264,9.165686978189704e-7
92,0.9997778127319041,2.177731757989712e-6
93,0.9997804437496026,1.6386300578720676e-6
94,0.9997809507275326,1.5522761131804907e-6
95,0.999779805978254,1.7240689103934005e-6
96,0.9997804150562336,1.6337864078041357e-6
97,0.9997780875934369,2.206270187040077e-6
98,0.9997759708909006,2.461827288030152e-6
99,0.9997790149924418,1.95014589617697e-6
100,0.9997794919950004,1.7746910344596496e-6
101,0.9997808557592068,1.4746079503287687e-6
102,0.9997799708833778,1.7446457263523389e-6
103,0.9997823662430605,1.29669154911495e-6
104,0.9997820327178039,1.2942226453050228e-6
105,0.9997791974449707,1.917574276392964e-6
106,0.9997803879829577,1.627964537835362e-6
107,0.9997798769362104,1.7703352411507732e-6
108,0.9997790495448922,1.9122282861976636e-6
109,0.9997776448645159,2.240372733092421e-6
110,0.9997805108878365,1.6857791031561032e-6
111,0.9997780192205123,2.1763536683155436e-6
112,0.9997809838551286,1.5723234241713628e-6
113,0.9997793488493787,1.789621201997839e-6
114,0.9997787853487358,2.013530895024967e-6
115,0.9997803251683905,1.6147438267236253e-6
116,0.9997777443403076,2.231379223557959e-6
117,0.9997819109718584,1.3803499585480607e-6
118,0.9997765808720386,2.4037533588634156e-6
119,0.9997782493310934,2.1062824095720497e-6
120,0.9997819675661767,1.316299831947829e-6
121,0.9997819128793933,1.3065609503086121e-6
122,0.9997772469794828,2.306061719669713e-6
123,0.9997798213526637,1.7951976445130806e-6
124,0.9997820499104513,1.2988278157683791e-6
125,0.9997793858880851,1.828933147080301e-6
126,0.9997785038073095,2.0265418043735297e-6
127,0.9997800667906339,1.6909958735337493e-6
128,0.9997776006432879,2.1108441394615117e-6
129,0.9997791370087824,1.912459799134989e-6
130,0.9997811168809092,1.5048574360506794e-6
131,0.9997759505251904,2.497816976557489e-6
132,0.9997758590049316,2.6052833390960697e-6
133,0.9997814180736021,1.5603269176129347e-6
134,0.9997795314007245,1.8033949101035167e-6
135,0.9997798398852297,1.7522702739356336e-6
136,0.9997773708669508,2.313702218138495e-6
137,0.9997798956875775,1.6430366652216347e-6
138,0.9997764060612445,2.5239653911992613e-6
139,0.9997790269346183,1.898465409095357e-6
140,0.9997787701337184,1.9210888085848354e-6
141,0.999776540241812,2.474157871601944e-6
142,0.9997787841796939,1.937076654813404e-6
143,0.999780971817598,1.583893588342861e-6
144,0.9997797321178933,1.7446577403468092e-6
145,0.9997793160183106,1.9066698932426718e-6
146,0.9997779623096036,2.173214899613045e-6
147,0.9997808453521058,1.561292776825269e-6
148,0.9997808501253721,1.5346657609893194e-6
149,0.9997775358691826,2.2690204826708198e-6
150,0.9997790943437757,1.9234620047248176e-6
151,0.9997782866123971,2.129409376486757e-6
152,0.9997822013379541,1.3235875406224975e-6
153,0.9997816717514671,1.3736688016651761e-6
154,0.9997805663672386,1.5555789317616477e-6
155,0.9997768211983951,2.373336081913768e-6
156,0.9997790624057469,1.9907449873219154e-6
157,0.9997777919674515,2.2123740752653223e-6
158,0.9997833598892927,9.75637745015065e-7
159,0.9997806480276727,1.60396881062253e-6
160,0.9997811217663685,1.5366822422807222e-6
161,0.9997798716597877,1.7467767207062982e-6
162,0.9997762568252281,2.503191274624974e-6
163,0.9997789781595834,1.956630710978675e-6
164,0.9997804611378723,1.6512131991061081e-6
165,0.9997831747223276,1.1152458711593254e-6
166,0.9997818605598903,1.3106678954710597e-6
167,0.9997811105811584,1.4839037776995075e-6
168,0.9997789700806651,2.054321889659367e-6
169,0.9997792958803073,1.809819925743385e-6
170,0.9997774354271922,2.2691996539252663e-6
171,0.9997806218084025,1.5824491399895631e-6
172,0.9997810734759295,1.5090799243718332e-6
173,0.9997816851508549,1.4363532531759729e-6
174,0.9997808029252638,1.5549997210760156e-6
175,0.9997762906200399,2.4280929297669428e-6
176,0.9997801421120868,1.6931325797386274e-6
177,0.9997809621676804,1.59258109623427e-6
178,0.9997797412815741,1.7379912745329066e-6
179,0.9997767148758442,2.3849755587170093e-6
180,0.9997809028522368,1.5331950615870586e-6
181,0.9997755447192045,2.6680314258606177e-6
182,0.9997785261494397,2.0116076065965897e-6
183,0.9997802769979024,1.632493980633526e-6
184,0.9997824687453503,1.1971473729946761e-6
185,0.9997769404389706,2.392421698949946e-6
186,0.9997795156887435,1.8279807316604028e-6
187,0.9997789152942589,1.9529634216232705e-6
188,0.9997787024021992,1.99192126152342e-6
189,0.999777878748986,2.201569893919187e-6
190,0.9997813689844426,1.460275095997965e-6
191,0.9997811753868086,1.5004194668191454e-6
192,0.9997778653472728,2.139395328680221e-6
193,0.9997811463608353,1.4602511996891656e-6
194,0.9997757221274608,2.652789062420801e-6
195,0.9997802192228593,1.6365980599785301e-6
196,0.9997794799942196,1.8618044279750956e-6
197,0.9997806045226232,1.551433774110013e-6
198,0.999781120868461,1.4735581020074279e-6
199,0.9997809659722684,1.4503794194851609e-6
200,0.9997748609377384,2.7026594451391427e-6
201,0.9997786500836906,2.0478207303300774e-6
202,0.9997800246565761,1.7806492151685634e-6
203,0.9997819126045888,1.3549103726756378e-6
204,0.9997811550299504,1.4796573791621652e-6
205,0.9997799644615416,1.7804284501631519e-6
206,0.9997797009279976,1.8095955722999655e-6
207,0.9997741843087958,2.89000593112903e-6
208,0.9997776080732954,2.2253449131879772e-6
209,0.9997811521128794,1.4822815142968027e-6
210,0.9997788676280525,1.97507503014674e-6
211,0.9997789871825871,1.9207841782721723e-6
212,0.9997810800912389,1.4957100680800347e-6
213,0.9997793738425456,1.8998141588270111e-6
214,0.9997821739924486,1.2532348791651665e-6
215,0.9997807637805386,1.5452031000844058e-6
216,0.9997816928267218,1.3328463682861066e-6
217,0.9997739608974643,2.959812070960693e-6
218,0.9997830695684865,1.0758196155587868e-6
219,0.9997832589834448,1.1282220978479055e-6
220,0.9997792528670517,1.925769218983151e-6
221,0.999781251773897,1.4324497940469367e-6
222,0.9997799430395966,1.7457692998941288e-6
223,0.9997753610975426,2.661434097707933e-6
224,0.9997817090537775,1.416358455791826e-6
225,0.9997768464615273,2.3273078918061417e-6
226,0.9997780076025183,2.143438066050352e-6
227,0.9997814967376509,1.4511126053272868e-6
228,0.99978294767814,1.1486745108402548e-6
229,0.9997830800432626,1.1167113585022814e-6
230,0.9997798763864633,1.759653067290342e-6
231,0.9997762720819866,2.462750736102064e-6
232,0.9997790538116559,1.9193817117979318e-6
233,0.9997759061076473,2.5265468887860158e-6
234,0.9997839001514245,1.000602823707676e-6
235,0.9997773589315663,2.2747007258800016e-6
236,0.9997800103726341,1.7029385978859187e-6
237,0.999777185635362,2.2716046793032477e-6
238,0.9997774876289407,2.2412537250051705e-6
239,0.9997815888585087,1.4356235454910075e-6
240,0.9997814579951302,1.4068003073313936e-6
241,0.999779540538897,1.810603435449638e-6
242,0.9997789055047146,1.955090169860086e-6
243,0.9997772822169525,2.2879037307862985e-6
244,0.9997754010231878,2.6795553594080265e-6
245,0.9997818495419655,1.3676600098547445e-6
246,0.9997774924777372,2.2417782510468027e-6
247,0.9997777101974131,2.2051217398587636e-6
248,0.9997811074156826,1.5202725315512752e-6
249,0.9997801061817729,1.7390115068895252e-6
250,0.9997774044180399,2.2904105159611324e-6
251,0.9997805933943625,1.6531358025111687e-6
252,0.9997786192792594,2.075359470133029e-6
253,0.9997800582182174,1.785314862278789e-6
254,0.9997815060374182,1.3904718033317122e-6
255,0.9997808833303986,1.5181378526609601e-6
256,0.9997802521870038,1.6602522573849044e-6
257,0.9997826469078502,1.1057958759104815e-6
258,0.9997813614961426,1.468736782095591e-6
259,0.9997790261246099,1.9502506767590982e-6
260,0.9997787628499126,2.0081683176050194e-6
261,0.9997824403562046,1.2130305479163802e-6
262,0.9997787817004208,1.933695413663397e-6
263,0.9997788713927871,1.958620276128042e-6
264,0.9997803289528315,1.626061676117745e-6
265,0.9997783698386247,1.9920810343956385e-6
266,0.9997785407115706,2.0332034785963794e-6
267,0.9997763079454483,2.427868991246127e-6
268,0.9997815350984465,1.3873503470003249e-6
269,0.99977901384498,1.931893331073779e-6
270,0.9997779087303786,2.138799957740896e-6
271,0.9997760463870574,2.5359559837141996e-6
272,0.9997796197888419,1.861088564998402e-6
273,0.9997828568663176,1.218688985979087e-6
274,0.9997821032736252,1.2974973075422097e-6
275,0.9997792180392876,1.8256137104192348e-6
276,0.9997786045893683,2.064088302216289e-6
277,0.9997774821297581,2.194902648910624e-6
278,0.9997793829493554,1.8353988539438605e-6
279,0.9997794834668038,1.7959311641908122e-6
280,0.9997813888963821,1.3647150389492846e-6
281,0.9997799071045179,1.6843542974230786e-6
282,0.9997783834961245,2.038857803851717e-6
283,0.9997842917445449,8.543971955220201e-7
284,0.9997736883295805,3.013914897525012e-6
285,0.9997772813484778,2.3001895761765364e-6
286,0.9997791005099126,1.914425105251525e-6
287,0.9997810417003061,1.5331133345819278e-6
288,0.9997802935701373,1.710192862429521e-6
289,0.9997799162679913,1.7969172462552227e-6
290,0.9997826319286621,1.2041633638337708e-6
291,0.9997781143398907,2.0657328523839098e-6
292,0.9997774994510671,2.2041043825375375e-6
293,0.9997830325490882,1.0166063545792245e-6
294,0.999779951489186,1.7311237042250597e-6
295,0.9997770454055696,2.337596959632566e-6
296,0.9997780678648989,2.025174150441168e-6
297,0.999781865804704,1.349244061738995e-6
298,0.9997801509048191,1.7414381644383033e-6
299,0.9997793484896098,1.893976873713524e-6
300,0.9997810158637265,1.5137542236766538e-6
301,0.9997804411009945,1.6352478886045133e-6
302,0.9997812074549101,1.436212127713809e-6
303,0.9997783387520978,2.0591523084458213e-6
304,0.9997789363449325,1.8915531431040965e-6
305,0.9997792594027943,1.865021053780172e-6
306,0.9997779011571314,2.187306137653586e-6
307,0.9997802636525698,1.6585920298058486e-6
308,0.999779783260534,1.738649285437242e-6
309,0.9997786618555922,2.0660629390888736e-6
310,0.9997773570212292,2.275522950491376e-6
311,0.9997792554234828,1.8594344531843257e-6
312,0.9997798012012874,1.729026941040197e-6
313,0.9997804296089381,1.6764203052968738e-6
314,0.9997783100745481,2.079727268199792e-6
315,0.9997781442478223,2.1704608858432684e-6
316,0.9997801683557251,1.6927218046201238e-6
317,0.9997804173484269,1.6804727469130103e-6
318,0.9997762306052012,2.461896606044369e-6
