Permutation,Intercept,Slope
1,0.9997898816655004,6.73888884465843e-8
2,0.999790554403718,5.332234878939522e-8
3,0.999790916809293,-9.920933517334005e-8
4,0.999790187066576,6.873645389212378e-8
5,0.9997880175727222,6.075636463652717e-7
6,0.9997903062491826,1.4673801700493006e-7
7,0.9997935281864022,-6.616758151317997e-7
8,0.9997887519202928,3.28450846085937e-7
9,0.9997880133617189,4.494272187674997e-7
10,0.9997915022790653,-1.1275678812581013e-7
11,0.9997865949094028,7.086988307388666e-7
12,0.9997902608351685,7.40933491360099e-8
13,0.9997892040656751,2.7380025128072206e-7
14,0.9997908961620047,-8.283522158971593e-8
15,0.9997888544911994,4.178450285861275e-7
16,0.9997948175946507,-8.021599458709246e-7
17,0.9997920700008515,-2.8912079891902214e-7
18,0.9997906614963651,5.0927256695141364e-8
19,0.999788169244736,5.295609684150359e-7
20,0.9997917036612473,-1.7718116634495136e-7
21,0.9997921299258639,-3.22835640529562e-7
22,0.9997930075875824,-4.1222003462596025e-7
23,0.9997897346706198,1.4924713428112915e-7
24,0.9997921961818186,-3.097118613852296e-7
25,0.9997898037699028,2.2432625793245902e-7
26,0.999791095404168,4.35784712357559e-8
27,0.9997883887443931,4.49649494389151e-7
28,0.9997918528826948,-1.92211650578797e-7
29,0.9997908191685798,-6.59128001877032e-8
30,0.9997886433665445,4.086903111639077e-7
31,0.9997916184639866,-2.1573137276453198e-7
32,0.9997919232713364,-2.42269036936851e-7
33,0.9997902713358643,6.371199425166164e-8
34,0.9997932399058519,-5.04828917494394e-7
35,0.999795644317898,-1.0301315009322402e-6
36,0.9997915248914152,-1.9944959256171522e-7
37,0.9997901659434194,8.424300232253497e-8
38,0.999790888592563,-1.1399205624040675e-7
39,0.9997854745895539,1.034080838541559e-6
40,0.9997909314824017,-1.1786983071831483e-7
41,0.9997921904142502,-3.032673919219004e-7
42,0.9997902413285,1.0609795588003241e-7
43,0.9997903831509636,7.587560896031329e-8
44,0.9997948882698623,-8.918259374404209e-7
45,0.9997910591714382,1.1098867501944395e-8
46,0.99978763691297,5.558483559999731e-7
47,0.9997894020438168,2.1757099863236195e-7
48,0.9997917818013092,-2.0439689819455198e-7
49,0.9997880524344601,5.047414302957011e-7
50,0.9997896103784891,1.5378646062982146e-7
51,0.9997888112958947,4.6592628471868846e-7
52,0.999791059333118,-1.1126302183407453e-7
53,0.9997906977741634,-5.2600501812188525e-8
54,0.9997897554154002,1.878206386658319e-7
55,0.9997917861328381,-3.172462431761188e-7
56,0.9997925413045641,-3.6075426223787147e-7
57,0.9997873750623077,7.056963512458951e-7
58,0.9997897989841111,1.5277327959203402e-7
59,0.9997881515182035,4.878727296378229e-7
60,0.9997894613677967,2.719165359345822e-7
61,0.999793305040065,-5.423217149300665e-7
62,0.9997885589769424,3.6618733151037497e-7
63,0.9997898462392782,2.4696327375961094e-7
64,0.9997909645694056,3.698338835202787e-8
65,0.9997955260778534,-9.228739463345723e-7
66,0.9997913922869046,-1.6197811328136786e-7
67,0.999792056112926,-2.8423538080711565e-7
68,0.9997917815656183,-1.9115099531939206e-7
69,0.9997910744620996,-1.0937724087059022e-7
70,0.9997895228035941,3.1564938572779124e-7
71,0.9997921095972931,-2.441540284634942e-7
72,0.9997910424880202,-1.8369704750096903e-7
73,0.9997887996279827,3.941899944742984e-7
74,0.9997893561696661,2.588285286535556e-7
75,0.9997899997025772,2.064263502077938e-7
76,0.9997919712193694,-2.7595074796747313e-7
77,0.9997918831870313,-2.1222649445588116e-7
78,0.999789093927702,3.313217237839163e-7
79,0.9997921986935766,-3.0988674621592567e-7
80,0.9997969449784259,-1.1856513088507005e-6
81,0.9997895851807284,1.6987631075632034e-7
82,0.9997874704671363,6.528909043172911e-7
83,0.9997936628680529,-5.577243525223606e-7
84,0.9997913173594244,-1.3358409285388905e-7
85,0.9997881356710068,4.3576456133160546e-7
86,0.9997884818112333,4.273800337822789e-7
87,0.9997893114367616,2.641348044652589e-7
88,0.9997917115022066,-2.4627628572973697e-7
89,0.9997873964929067,6.082649002241726e-7
90,0.9997916358785801,-1.6193069692041001e-7
91,0.9997911743842625,-1.139619786935214e-7
92,0.9997886092275796,3.334845500698269e-7
93,0.9997910565398567,-8.873637170425979e-8
94,0.9997943028183484,-7.671239115755517e-7
95,0.9997912196337134,-1.6370082955355136e-7
96,0.9997881316730003,5.520349243618624e-7
97,0.9997893000256192,2.3569748659460512e-7
98,0.9997900553907296,1.470160965190838e-7
99,0.9997890235943461,3.649873389288472e-7
100,0.9997905666934158,8.505598699839753e-9
101,0.9997896223764814,1.631252476212958e-7
102,0.9997906633656881,6.100853857208505e-8
103,0.9997923320194326,-4.532855553747137e-7
104,0.9997890406044405,3.193636132356706e-7
105,0.9997926695753933,-4.003105084824527e-7
106,0.999791223026368,-5.391742529338411e-8
107,0.9997926982117694,-4.874826114576637e-7
108,0.999790271805209,1.516720953249972e-7
109,0.9997884728592328,4.2188728527924355e-7
110,0.9997858617160915,9.514949162984283e-7
111,0.9997925829971925,-4.015923232596881e-7
112,0.9997900827600589,1.2794638353134505e-7
113,0.9997912113501779,-1.7144669925309435e-7
114,0.9997935371007267,-5.76832307229006e-7
115,0.9997909629058418,-5.562343186469588e-8
116,0.9997890551932455,3.144288871057924e-7
117,0.9997915473949067,-2.3270195201994858e-7
118,0.9997900223526779,8.44355889082389e-8
119,0.9997902420382876,8.031021877092418e-8
120,0.9997883666683152,4.6620335483432144e-7
121,0.9997863239243657,8.505878665627374e-7
122,0.9997934329896738,-5.943153583409717e-7
123,0.9997873757451698,5.893075924435624e-7
124,0.9997861578156041,9.7174546390025e-7
125,0.9997926226056375,-3.9399768528937915e-7
126,0.9997937922146529,-6.045315335422943e-7
127,0.999790825486907,-1.0233529210141418e-7
128,0.9997903506234087,9.247593198940798e-8
129,0.9997924343076633,-3.1032339914795843e-7
130,0.9997910916814784,-8.022959586725482e-8
131,0.9997916165272717,-2.7335970792939155e-7
132,0.9997912104780067,-1.6025465680559043e-7
133,0.9997900388747151,1.0816065974788624e-7
134,0.99978692412373,7.300177771091219e-7
135,0.9997907785165685,1.936124165642551e-8
136,0.999787419204509,5.485050758226023e-7
137,0.999791631279978,-2.1000415971671928e-7
138,0.9997872370762935,7.07069136772805e-7
139,0.9997909304742997,-8.974318684251643e-8
140,0.9997906484270127,4.0050832494976625e-8
141,0.9997881316569209,4.605092690246868e-7
142,0.9997901772721205,1.5363410223001956e-7
143,0.999791259461783,-1.2505285443802927e-7
144,0.9997941455052188,-7.453041340730615e-7
145,0.9997875657635275,6.588957720339591e-7
146,0.9997901210633575,8.73685026822878e-8
147,0.9997898626360544,1.693520571642651e-7
148,0.9997914034866732,-8.348205070911529e-8
149,0.9997910148340913,2.577094073968927e-9
150,0.9997885855304626,3.864980677684798e-7
151,0.9997912888885592,-1.5191080302506878e-7
152,0.9997889340418107,3.2415000398373206e-7
153,0.999793415453866,-5.736281222188895e-7
154,0.9997892750769403,2.9025650258961013e-7
155,0.9997910204953185,-6.419288706882075e-8
156,0.9997885448058372,3.8740268581479804e-7
157,0.9997904662105718,2.4641285313420597e-8
158,0.9997940927751422,-6.793092659552923e-7
159,0.9997887944081791,4.0071131822300727e-7
160,0.999792263641718,-2.882583713055914e-7
161,0.9997899055955871,1.4874541189563444e-7
162,0.9997913947208023,-1.501256402019478e-7
163,0.9997899922661974,1.6536707909942438e-7
164,0.9997923706484722,-3.7374175755757344e-7
165,0.999786218771655,8.97083495686219e-7
166,0.9997921608927175,-2.413859786413327e-7
167,0.9997884611775685,2.9002804941358017e-7
168,0.9997916605866782,-1.9294996847538176e-7
169,0.9997910430738598,-4.5096077301746485e-8
170,0.9997885573113363,4.6626898518429137e-7
171,0.9997921716630674,-2.503307249881933e-7
172,0.999790515220493,4.6594375569954915e-8
173,0.9997915501151456,-1.6672534549177834e-7
174,0.9997926092208915,-3.7784460065241094e-7
175,0.9997910768443963,-6.591832999933037e-8
176,0.999787756372291,5.598809386974244e-7
177,0.9997927517137317,-3.735756919335714e-7
178,0.9997921644218907,-3.0315399632491956e-7
179,0.9997890375775921,2.6582909826325207e-7
180,0.9997909618602424,-1.8654097090549934e-8
181,0.9997896826860017,1.5179043568458902e-7
182,0.9997873427785764,7.593008628723127e-7
183,0.9997889009099509,2.9575437648503127e-7
184,0.9997914191080232,-1.5019089365676768e-7
185,0.9997921586335755,-3.1621363649514047e-7
186,0.9997911888125705,-1.6659151533313973e-7
187,0.9997862462284077,8.879103253066654e-7
188,0.9997898252599637,1.5957815164673678e-7
189,0.9997900863951057,5.0534597021271224e-8
190,0.9997951187363004,-8.796091108885683e-7
191,0.9997930803700116,-5.195354178203615e-7
192,0.9997904028027595,3.0171065382380686e-8
193,0.9997889815812213,2.8467567242775005e-7
194,0.9997908410604235,4.676437971565618e-9
195,0.9997903753821967,5.0339128726323525e-8
196,0.9997948183539679,-8.915388012535732e-7
197,0.9997901017352613,1.6148421861843362e-7
198,0.9997906067456009,1.9217417538482095e-8
199,0.9997917901943417,-2.966995457353292e-7
200,0.999788425757714,4.7358670929692546e-7
201,0.9997907676080107,-9.259947110472405e-8
202,0.9997909155665718,-4.014848077056018e-8
203,0.9997910598665037,-8.518592019400611e-8
204,0.9997881237678289,5.06810236954897e-7
205,0.9997883271844024,4.912680933685097e-7
206,0.9997899736330147,1.4168829256122523e-7
207,0.9997941028821363,-6.643361209960575e-7
208,0.9997900583544763,1.6683925159063352e-7
209,0.9997902908865183,1.519807869147658e-7
210,0.9997923415590876,-3.007994801937775e-7
211,0.9997915982235861,-1.668259208946956e-7
212,0.9997929308136251,-4.658098086237083e-7
213,0.9997946530537863,-8.570401267391516e-7
214,0.9997900444257902,9.99185593768075e-8
215,0.999792279539151,-3.0589204293533697e-7
216,0.9997896796393118,1.799404957604769e-7
217,0.9997926222181105,-4.325218304979535e-7
218,0.9997863547342581,8.950681489128746e-7
219,0.9997957213928504,-1.0181862661573518e-6
220,0.9997922164700064,-2.032689600726597e-7
221,0.9997912518181289,-1.5004212632208102e-7
222,0.9997910665264929,-5.914828943546947e-8
223,0.999795425776917,-9.967178470778431e-7
224,0.999792729804269,-3.759997097811225e-7
225,0.9997917412791338,-1.6716544347047055e-7
226,0.9997919889036797,-3.5274294066218065e-7
227,0.9997907948126937,-6.632909074518115e-8
228,0.9997883853200384,5.14835623088689e-7
229,0.999790537742717,7.683486353541923e-9
230,0.9997902420613644,9.96456473071687e-8
231,0.9997925816551612,-4.196801300303337e-7
232,0.9997918551090126,-1.8746943774751835e-7
233,0.9997902427811924,1.7074246949415027e-7
234,0.9997898909461762,1.668435357025007e-7
235,0.9997945799547245,-8.712109886440703e-7
236,0.999792670851864,-4.2537010488672037e-7
237,0.9997904051745458,7.175144491922398e-8
238,0.9997902178693512,2.2390169916439838e-8
