# Created by: riboviz
# Date: 2025-09-09 20:35:24.782268
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	readcount	rpb	tpm
Q0045	33	0.0199757869249395	0.444983750330488
Q0050	41	0.0160658307210031	0.357884955084362
Q0055	37	0.0141653905053599	0.315550451937453
Q0060	5	0.00386100386100386	0.0860083252072032
Q0065	22	0.0128055878928987	0.285259276502121
Q0070	19	0.00979381443298969	0.218168540383839
Q0075	5	0.00449640287769784	0.100162572970619
Q0080	6	0.0309278350515464	0.688953285422648
Q0085	7	0.00846432889963724	0.188552712939129
Q0105	10	0.00829875518672199	0.184864367042868
Q0110	9	0.00682335102350265	0.151998033402571
Q0115	41	0.0256089943785134	0.570469959634785
Q0120	14	0.00712830957230143	0.158791337678879
Q0130	14	0.0503597122302158	1.12182081727093
Q0140	45	0.0361736334405145	0.805809509879384
Q0160	4437	5.87682119205298	130.912987002105
Q0250	19	0.0236612702366127	0.527082152359461
Q0255	4	0.00272851296043656	0.0607807809786238
Q0275	5	0.0058343057176196	0.129965905651491
YAL001C	872	0.247025495750708	5.50277853580635
YAL002W	370	0.0955578512396694	2.12866162309047
YAL003W	80752	120.88622754491	2692.88049068444
YAL005C	297000	150.303643724696	3348.18744934903
YAL007C	2890	4.15827338129496	92.6303474832283
YAL008W	1077	1.6723602484472	37.25375816502
YAL009W	213	0.257557436517533	5.7373896937192
YAL010C	344	0.224983649444081	5.01177092391169
YAL011W	988	0.513246753246753	11.4331648591801
YAL012W	32895	26.700487012987	594.784220082756
YAL013W	1777	1.40474308300395	31.2922763781335
YAL014C	702	0.861349693251534	19.1875603343844
YAL015C	560	0.449077786688051	10.0037269350864
YAL016W	11046	5.65012787723785	125.863131305289
YAL017W	1229	0.298445847498786	6.64822632467947
YAL018C	2	0.00195121951219512	0.0434656706900793
YAL019W	2587	0.751379610804531	16.7378495973157
YAL020C	388	0.369876072449952	8.23941717514039
YAL021C	3728	1.4556813744631	32.4269857166987
YAL022C	1286	0.803247970018738	17.8932772704959
YAL023C	9501	4.08293940696175	90.9521961016554
YAL024C	465	0.106773823191734	2.37851036655098
YAL025C	2830	2.92355371900826	65.1255393875245
YAL026C	1155	0.280680437424058	6.25248127438853
YAL027W	217	0.260504201680672	5.80303229486248
YAL028W	119	0.072827417380661	1.62231492730184
YAL029C	981	0.219807304503697	4.89646185532623
YAL030W	1367	3.40897755610973	75.938916619915
YAL031C	462	0.198283261802575	4.41698891744357
YAL032C	630	0.530749789385004	11.8230652266717
YAL033W	948	1.66608084358524	37.1138771612918
YAL034C	65	0.0504266873545384	1.12331276560377
YAL034W-A	384	0.418756815703381	9.32829224842705
